question,answer,answer_numeric,is_integer_like,decimals,answer_type,decade,century,q_len_chars,q_len_words,q_wh_type,outlier_iqr,zscore,outlier_z
"In which year did Saigon fall to end the Vietnam War, Margaret Thatcher become leader of the Conservative Party and General Franco die?",1975.0,1975.0,True,0,year,1970.0,20.0,135,23,which,False,0.10293532196045214,False
The first space satellite 'Sputnik' was launched in which year?,1957.0,1957.0,True,0,year,1950.0,20.0,63,10,which,False,0.0990788876040234,False
The first commercial Concorde flight from Paris to Rio de Janeiro took place in which year?,1976.0,1976.0,True,0,year,1970.0,20.0,91,16,which,False,0.10314956831358708,False
How many days are there in Lent?,40.0,40.0,True,0,age,,,32,7,quantity,False,-0.3116313713556377,False
"""In which year did the slogan """"Not a penny off the pay, not a second on the day"""" become prominent?""",1926.0,1926.0,True,0,year,1920.0,20.0,101,20,which,False,0.09243725065684057,False
"Within one year either way, in what year was the Girl Guides Association formed?",1910.0,1910.0,True,0,year,1910.0,20.0,80,14,year,False,0.08900930900668169,False
"Within one year either way, in which year did the composer Rachmaninov and the actor Leslie Howard die?",1943.0,1943.0,True,0,year,1940.0,20.0,103,18,which,False,0.09607943866013438,False
How many points does it take to win a game of table tennis?,11.0,11.0,True,0,age,,,59,13,quantity,False,-0.31784451559655064,False
How many fluid ounces are there in an American gallon?,128.0,128.0,True,0,medium_int,,,54,10,quantity,False,-0.2927776922797638,False
In which year did Elvis Presley die?,1977.0,1977.0,True,0,year,1970.0,20.0,36,7,which,False,0.10336381466672201,False
"To within a year, when did Tom Watson win his last Open Championship?",1983.0,1983.0,True,0,year,1980.0,20.0,69,13,when,False,0.10464929278553159,False
What is the maximum score for one stroke in billiards?,10.0,10.0,True,0,age,,,54,10,what,False,-0.3180587619496856,False
In which year was HRH Prince Harry born; the first Apple Macintosh went on sale; the UK coal industry strike began?,1984.0,1984.0,True,0,year,1980.0,20.0,115,21,which,False,0.10486353913866653,False
Name the year: The Wall Street Crash; Italy and the Vatican signed the Lateran Treaty; Herbert Hoover inaugurated as 31st president of America,1929.0,1929.0,True,0,year,1920.0,20.0,142,23,other,False,0.09307998971624537,False
What cricket score is nicknamed 'Nelson'?,111.0,111.0,True,0,age,,,41,6,what,False,-0.2964198802830576,False
How many fluid ounces are there in an American pint?,16.0,16.0,True,0,age,,,52,10,quantity,False,-0.316773283830876,False
Apart from 1966 when was the only other year when England reached the semi-final of the FIFA world Cup?,1990.0,1990.0,True,0,year,1990.0,20.0,103,19,when,False,0.10614901725747611,False
"In which year did the following events occur; Helen Sharman became the first Briton in space, Tim Berners-Lee established the first website and Robert Maxwell died?",1991.0,1991.0,True,0,year,1990.0,20.0,164,26,which,False,0.10636326361061103,False
"""The-new Boeing """"Dreamliner"""" aircraft has which numerical designation?""",787.0,787.0,True,0,medium_int,,,73,8,which,False,-0.15158934556384485,False
"The Lusitania was sunk, with much loss of life, on May 7th of which year?",1915.0,1915.0,True,0,year,1910.0,20.0,73,15,which,False,0.09008054077235635,False
"Michael Phelps has won 22 Olympic medals, more than any other person, how many of these were Gold?",18.0,18.0,True,0,age,,,98,18,quantity,False,-0.3163447911246061,False
The airship Hindenburg caught fire and was destroyed on May 6th of which year?,1937.0,1937.0,True,0,year,1930.0,20.0,78,14,which,False,0.0947939605413248,False
"How long, in feet, is a tennis court?",78.0,78.0,True,0,age,,,37,8,quantity,False,-0.3034900099365103,False
"In which year did two jumbo jets collide at Tenerife airport, killing 583 people?",1977.0,1977.0,True,0,year,1970.0,20.0,81,14,which,False,0.10336381466672201,False
In which year was the fifty pence piece first issued?,1969.0,1969.0,True,0,year,1960.0,20.0,53,10,which,False,0.10164984384164256,False
In which year was the Panama Canal opened?,1914.0,1914.0,True,0,year,1910.0,20.0,42,8,which,False,0.0898662944192214,False
Juries in criminal cases in Scotland uniquely consist of how many members?,15.0,15.0,True,0,age,,,74,12,quantity,False,-0.31698753018401093,False
"In which year did the First Battle of St Albans, the first battle of the Wars of the Roses, take place?",1455.0,1455.0,True,0,year,1450.0,15.0,103,21,which,False,-0.008472781669711521,False
In which year were both the Chernobyl and Challenger Shuttle disasters?,1986.0,1986.0,True,0,year,1980.0,20.0,71,11,which,False,0.10529203184493638,False
In what year was the Russian submarine Kursk sunk and the USS Cole attacked in Aden?,2000.0,2000.0,True,0,year,2000.0,21.0,84,16,year,False,0.1082914807888254,False
In which year did the Space Shuttle Challenger crash?,1986.0,1986.0,True,0,year,1980.0,20.0,53,9,which,False,0.10529203184493638,False
In which year of WWI did allied forces land at Gallipoli?,1915.0,1915.0,True,0,year,1910.0,20.0,57,11,which,False,0.09008054077235635,False
In which year was the M25 opened by Margaret Thatcher?,1986.0,1986.0,True,0,year,1980.0,20.0,54,10,which,False,0.10529203184493638,False
In what year did the Jarrow Crusade take place?,1936.0,1936.0,True,0,year,1930.0,20.0,47,9,year,False,0.09457971418818988,False
In what year was the first British Census undertaken?,1801.0,1801.0,True,0,year,1800.0,19.0,53,9,year,False,0.0656564565149743,False
In what year did Britain have a Labour government for the first time?,1924.0,1924.0,True,0,year,1920.0,20.0,69,13,year,False,0.09200875795057072,False
how many medals did GB win in the 2012 Olympics?,65.0,65.0,True,0,age,,,48,10,quantity,False,-0.3062752125272644,False
"""In what year did Enoch Powell make his famous """"rivers of blood"""" speech?""",1968.0,1968.0,True,0,year,1960.0,20.0,75,13,year,False,0.10143559748850764,False
How many points are given to a driver for winning a Formula One Grand Prix?,25.0,25.0,True,0,age,,,75,15,quantity,False,-0.3148450666526616,False
How many points are awarded to the driver for second place in a Formula One Grand Prix?,18.0,18.0,True,0,age,,,87,17,quantity,False,-0.3163447911246061,False
"To within a year either way, in which year did the Mallard reach 126mph - a record for a steam loco?",1938.0,1938.0,True,0,year,1930.0,20.0,100,21,which,False,0.09500820689445974,False
In which year did Michael Owen leave Liverpool FC to move to Real Madrid?,2004.0,2004.0,True,0,year,2000.0,21.0,73,14,which,False,0.10914846620136512,False
In which year was the English £1 coin introduced?,1983.0,1983.0,True,0,year,1980.0,20.0,49,9,which,False,0.10464929278553159,False
"Name the year that Terry Waite was kidnapped in Beirut, and the 'Herald of Free Enterpise' capsized off the coast near Zeebrugge?",1987.0,1987.0,True,0,year,1980.0,20.0,129,22,other,False,0.10550627819807132,False
In what year was the Central London Traffic Congestion Charge introduced?,2003.0,2003.0,True,0,year,2000.0,21.0,73,11,year,False,0.1089342198482302,False
To the nearest whole number what is the normal body temperature of a human on the Celsius scale?,37.0,37.0,True,0,age,,,96,18,who,False,-0.31227411041504244,False
What score in cricket is considered unlucky by Australians?,87.0,87.0,True,0,age,,,59,9,what,False,-0.301561792758296,False
After how many years is a Ruby wedding anniversary celebrated?,40.0,40.0,True,0,age,,,62,10,age,False,-0.3116313713556377,False
"In which year was the Bhopal disaster at the Union Carbide India Ltd. pesticide plant, the privatisation of British Telecom and the Queen opened the Thames Flood barrier?",1984.0,1984.0,True,0,year,1980.0,20.0,170,28,which,False,0.10486353913866653,False
In what year did the Battle of Evesham take place in Britain?,1265.0,1265.0,True,0,year,1260.0,13.0,61,12,year,False,-0.049179588765348246,False
In which year was the Palestine Liberation Organisation formed?,1964.0,1964.0,True,0,year,1960.0,20.0,63,9,which,False,0.10057861207596792,False
In what year did Finland become a member of the EU?,1995.0,1995.0,True,0,year,1990.0,20.0,51,11,year,False,0.10722024902315075,False
In which year was the Black Panther Party founded?,1966.0,1966.0,True,0,year,1960.0,20.0,50,9,which,False,0.10100710478223777,False
In what year did Cyprus become a member of the EU?,2004.0,2004.0,True,0,year,2000.0,21.0,50,11,year,False,0.10914846620136512,False
6 and 28 are perfect numbers. What is the next perfect number in the sequence?,496.0,496.0,True,0,medium_int,,,78,15,what,False,-0.21393503432610952,False
The SDP (Social Democratic Party) was formed in which year?,1981.0,1981.0,True,0,year,1980.0,20.0,59,10,which,False,0.10422080007926172,False
Watson and Crick discovered DNA in what year?,1953.0,1953.0,True,0,year,1950.0,20.0,45,8,year,False,0.09822190219148369,False
In which year did all four of the home nations qualify for the football world cup?,1958.0,1958.0,True,0,year,1950.0,20.0,82,16,which,False,0.09929313395715834,False
In which year did Charles Lindbergh make the first solo flight across the Atlantic?,1927.0,1927.0,True,0,year,1920.0,20.0,83,14,which,False,0.0926514970099755,False
How many fluid ounces in a UK pint?,20.0,20.0,True,0,age,,,35,8,quantity,False,-0.3159162984183363,False
Name the year: Winter Olympics held in Innsbruck; The Beatles appear on the Ed Sullivan Show; Radio Caroline first broadcast .,1964.0,1964.0,True,0,year,1960.0,20.0,126,21,other,False,0.10057861207596792,False
What is the minimum age for male golfers on the European Seniors tour?,50.0,50.0,True,0,age,,,70,13,what,False,-0.30948890782428834,False
In what year of WW2 was the German battleship 'Bismarck' sunk?,1941.0,1941.0,True,0,year,1940.0,20.0,62,11,year,False,0.09565094595386453,False
In what year of WW2 did the German forces surrender at Stalingrad?,1943.0,1943.0,True,0,year,1940.0,20.0,66,12,year,False,0.09607943866013438,False
"Six is the first 'Perfect Number', i.e. a number that is the sum of all of its factors (excluding itself), which is the second?",28.0,28.0,True,0,age,,,127,24,which,False,-0.31420232759325684,False
"Which year saw the opening of the Thames flood barrier, the launch of the Hubble telescope and Indira Ghandi's assassination?",1984.0,1984.0,True,0,year,1980.0,20.0,125,20,which,False,0.10486353913866653,False
"Which year saw the televising of Parliament for the first time, the Romanian civil war resulting in the deaths of the Ceaucescus and the opening of the Berlin Wall?",1989.0,1989.0,True,0,year,1980.0,20.0,164,29,which,False,0.10593477090434117,False
How many years were between the Norman Conquest and the Great Fire of London?,600.0,600.0,True,0,medium_int,,,77,14,age,False,-0.1916534136000768,False
How many years were between the Gunpowder Plot and the Battle of Trafalgar?,200.0,200.0,True,0,medium_int,,,75,13,age,False,-0.27735195485404884,False
Which is the earliest year from which a car could be described as 'vintage'?,1919.0,1919.0,True,0,year,1910.0,20.0,76,14,which,False,0.09093752618489606,False
Any building built before which year is automatically 'listed' as historically or architecturally important?,1700.0,1700.0,True,0,year,1700.0,18.0,108,14,which,False,0.04401757484834636,False
How many Gold Medals did the Great British team win at the 2012 Summer Olympics?,29.0,29.0,True,0,age,,,80,15,quantity,False,-0.3139880812401219,False
What is the maximum score possible in a game of ten pin bowling?,300.0,300.0,True,0,medium_int,,,64,13,what,False,-0.2559273195405558,False
In which year were both the Queen and Marilyn Monroe born?,1926.0,1926.0,True,0,year,1920.0,20.0,58,11,which,False,0.09243725065684057,False
"In which novel is the world divided into Oceania, Eurasia and Eastasia?",1984.0,1984.0,True,0,year,1980.0,20.0,71,12,which,False,0.10486353913866653,False
How many successive pots must a snooker player make to score a maximum break of 147?,36.0,36.0,True,0,age,,,84,16,quantity,False,-0.3124883567681774,False
In what year was the first Battle of St. Albans?,1455.0,1455.0,True,0,year,1450.0,15.0,48,10,year,False,-0.008472781669711521,False
In what year was there a vote in the UK on the issue of leaving the then Common Market?,1975.0,1975.0,True,0,year,1970.0,20.0,87,19,year,False,0.10293532196045214,False
In what year was Queen Elizabeth II born?,1926.0,1926.0,True,0,year,1920.0,20.0,41,8,year,False,0.09243725065684057,False
The Japanese poetry form known as a Haiku consists of how many syllables?,17.0,17.0,True,0,age,,,73,13,quantity,False,-0.31655903747774106,False
In which year did the National Lottery start in the UK?,1994.0,1994.0,True,0,year,1990.0,20.0,55,11,which,False,0.10700600267001582,False
"Name the year: The Maastricht Treaty is signed, riots in Los Angeles following the beating of Rodney King by police officers, Denmark wins the UEFA European Football Championships.",1992.0,1992.0,True,0,year,1990.0,20.0,180,28,other,False,0.10657750996374596,False
In which year were the FIFA World Cup Soccer Finals held in Chile?,1962.0,1962.0,True,0,year,1960.0,20.0,66,13,which,False,0.10015011936969806,False
"Name the year: the Winter Olympics are held in Sarajevo, Space shuttle Discovery makes its maiden voyage, Fernando Torres is born.",1984.0,1984.0,True,0,year,1980.0,20.0,130,21,other,False,0.10486353913866653,False
How many countries are there in OPEC?,12.0,12.0,True,0,age,,,37,7,quantity,False,-0.3176302692434157,False
In which year did the UK last win the Eurovision Song Contest with Katrina and the Waves' Love Shine a Light?,1997.0,1997.0,True,0,year,1990.0,20.0,109,21,which,False,0.10764874172942061,False
In which year did the UK first win the Eurovision Song Contest with Sandi Shaw's Puppet on a String?,1967.0,1967.0,True,0,year,1960.0,20.0,100,19,which,False,0.10122135113537271,False
In what year did Winston Churchill become Prime Minister for the first time?,1940.0,1940.0,True,0,year,1940.0,20.0,76,13,year,False,0.09543669960072959,False
In which book would you find this line; 'Who controls the past controls the future. Who controls the present controls the past'?,1984.0,1984.0,True,0,year,1980.0,20.0,128,22,who,False,0.10486353913866653,False
